impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-145508,A662395,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2427364,LOST,Sugar,Cat,Over 1 year<p/>,Female,Siamese,Unknown,"Apr 18, 2022",Date Lost,MARINE  VIEW DRIVE AND NORMANDY ROAD SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2427364,Image Copyright HLP Inc. 2022,"Description: Siamese mix, white face and feet and brown Siamese markings on body.  Spayed female 2yrs old from Burien CARES.<p/>Age: Over 1 year<p/>Location Lost: Marine view drive and Normandy road SW, Seattle WA  98166<p/>Lost Date: 2022-04-18<p/>",
K22-146403,A664604,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664604,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Female,Domestic Mediumhair,Orange / White,"May 21, 2022",Received on,11000 block of  24TH PL SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664604,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 11000 block of  24TH PL SW<p/> Description: Orange / White Female Domestic Mediumhair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145489,A662285,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2426669,LOST,Sophie,Dog,Over 1 year<p/>,Female,Labrador Retriever,Black,"Apr 08, 2022",Date Lost,HOUSER  WAY SOUTH AND MORRIS AVE SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2426669,Image Copyright HLP Inc. 2022,"Description: sophie is a elderly black lab with an amputated back leg <p/>Age: Over 1 year<p/>Location Lost: Houser way South and Morris Ave South, Renton WA  98057<p/>Lost Date: 2022-04-08<p/>",
K22-145183,A661019,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2420526,In Public Home,Firefly,Dog,Unknown<p/>,Female,Smooth Collie,Unknown,"Apr 08, 2022",Date Found,NICKERSON  AND 3RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2420526,Image Copyright HLP Inc. 2022,"Description: Black female dog. Two white front paws. White stripe from neck to chest. Rainbow collar with paw prints from RC pets. Handwritten name tag.<p/>Age: Unknown<p/>Found Near: Nickerson and 3rd, Seattle WA  98119<p/>Found Date: 2022-04-08<p/>",
K22-145415,A662047,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2425590,LOST,Jack,Dog,Over 1 year<p/>,Male,American Pit Bull Terrier,White,"Apr 15, 2022",Date Lost,5200 block of  SW DASH POINT RD,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2425590,Image Copyright HLP Inc. 2022,"Description: He's white and has hair missing above his hind quarters from separation anxiety, also he's really nice and smart and loving. <p/>Age: Over 1 year<p/>Location Lost: 5211 sw dash point Rd, , Federal Way WA  98023<p/>Lost Date: 2022-04-15<p/>",
K22-146273,A664315,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Mediumhair,Gray Tabby,"May 17, 2022",Received on,10900 block of  SE 256TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664315,Image Copyright HLP Inc. 2022,Received on: 2022-05-17<p/> Found Near: 10900 block of  SE 256TH ST<p/> Description: Gray Tabby Male Domestic Mediumhair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K21-142066,A653498,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2357149,LOST,Bean,Dog,Under 1 year<p/>,Male,American Staffordshire,Unknown,"Nov 25, 2021",Date Lost,179TH 179TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2357149,Image Copyright HLP Inc. 2022,"Description: Tan in color, white on his chest, there is a little white on his toes. He is wearing a blue collar. He is 6 months old. He is not shipped yet and he is unaltered.<p/>Age: Under 1 year<p/>Location Lost: 179th, Monroe WA  98272<p/>Lost Date: 2032-11-23<p/>",
K22-146393,A664591,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 WEEKS,Male,Domestic Shorthair,Black,"May 21, 2022",Received on,300 block of  SUMMIT AVE N,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2022,Received on: 2022-05-21<p/> Found Near: 300 block of  SUMMIT AVE N<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/>,
K22-145329,A661631,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2423410,LOST,Padfoot,Dog,Over 1 year<p/>,Male,Pit Bull,Black,"Apr 14, 2022",Date Lost,15100 block of  SE 43RD ST,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2423410,Image Copyright HLP Inc. 2022,"Description: Padfoot is black with white on his chest and some toes. Very energetic. He is a pit mix. <p/>Age: Over 1 year<p/>Location Lost: 15119 SE 43rd street, , Bellevue WA  98006<p/>Lost Date: 2022-04-14<p/>",
K22-146318,A664416,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2439252,LOST,Hairy,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,"May 08, 2022",Date Lost,SEATAC  RENTAL CAR FACILITY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2439252,Image Copyright HLP Inc. 2022,"Description: Hairy is a 9 month old shorthaired cat with a curly tail. He has charcoal grey splotches & a mostly charcoal face.  He's friendly but skittish and hard to catch. I miss him so much. I hadn't had a to get h chipped or neutered because of a Covid related death in the family & was in the process of moving from Bellingham to Federal Way when he jumped out of the car by the SeaTac Rental Car Facility at 2:30 am (long story). He doesn't know the area at all. Please find him. I really love him.<p/>Age: Under 1 year<p/>Location Lost: SeaTac Rental Car Facility , Seattle WA  98158<p/>Lost Date: 2022-05-08<p/>",
K22-146045,A663769,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2435746,In Public Home,,Dog,Over 1 year<p/>,Male,German Shepherd,Brown,"May 10, 2022",Date Found,SE  248TH ST & 216TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2435746,Image Copyright HLP Inc. 2022,"Description: Male, fairly young. Knows how to sit, stay, and shake hands. No collar, not chipped. <p/>Age: Over 1 year<p/>Found Near: SE 248th St & 216th Ave SE, Maple Valley WA  98038<p/>Found Date: 2022-05-10<p/>",
K22-145222,A661225,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421420,In Public Home,,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Black,"Apr 10, 2022",Date Found,NE  12TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421420,Image Copyright HLP Inc. 2022,"Description: Black and tan colored fur, short hair. I'm not sure the exact breed but my best guess is a mix with chihuahua. Very friendly and docile, definitely a pet and not a wild dog. No collar, not microchipped and also unneutered. His nails are pretty long and he doesn't look dirty, so if he got out from someone's care, I don't think he's been gone long. He does seem to have fleas but pretty mild.<p/>Age: Over 1 year<p/>Found Near: NE 12th, Renton WA  98056<p/>Found Date: 2022-04-10<p/>",
K22-146379,A664535,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664535,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 WEEKS,Male,Domestic Shorthair,Black / White,"May 20, 2022",Received on,16600 block of  40TH AVE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664535,Image Copyright HLP Inc. 2022,"Received on: 2022-05-20<p/> Found Near: 16600 block of  40TH AVE S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-146093,A663872,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Female,Domestic Mediumhair,Brn Tabby / White,"May 11, 2022",Received on,3500 block of  S 312TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663872,Image Copyright HLP Inc. 2022,Received on: 2022-05-11<p/> Found Near: 3500 block of  S 312TH PL<p/> Description: Brn Tabby / White Female Domestic Mediumhair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145981,A659611,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Uno,Cat,11 WEEKS,Neutered Male,Domestic Mediumhair,Black / White,"Mar 16, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,BELLEVUE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A659611,Image Copyright HLP Inc. 2022,"Received on: 2022-03-16<p/> Description: Black / White Neutered Male Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>Hi. I am Uno. My foster mom thinks she named me because of the white one on my forehead. She is wrong! I picked my name because I was first...first to crawl off the blanket and explore, first to crawl out of the playpen, first to eat kitten food and first to find every hiding spot in my foster home. I am a male, tuxedo kitten. I have been neutered and have been given my age appropriate vaccines. <p/><p/>I love to play with boxes, caves, tunnels and toys! I also love wrestle with my siblings. If by chance you are looking for more than one amazing kitten, please check out Dex, Bumble and Patches on this site.<p/><p/>I have been fostered with dogs - German Shepherd and Labrador - kittens, cats and preteen humans. I am flexible and pretty easy going.<p/>",
K22-145670,A662758,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2429748,LOST,Pokie,Cat,Under 1 year<p/>,Male,Domestic Longhair,Black,"Apr 22, 2022",Date Lost,21600 block of  SE 256TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2429748,Image Copyright HLP Inc. 2022,"Description: Black male longhair cat neutered white patches on belly and neck. Wearing a nylon collar with the name Kiki on it<p/>Age: Under 1 year<p/>Location Lost: 21628 se 256th place, Maple Valley WA  98038<p/>Lost Date: 2022-04-22<p/>",
K22-146023,A660993,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Niles,Cat,9 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Apr 08, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A660993,Image Copyright HLP Inc. 2022,"Received on: 2022-04-08<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 9 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>This cat is very cute, and also very quiet and gentle!<p/>He is a very low maintenance cat. He usually sleeps on the couch or floor during the day. And when someone comes nearby, he meows in a cute voice and shows his belly. When you pet his belly, his eyes narrow and he makes a very pleasant face. He is a really lovely cat who is friendly to everyone<p/>",BLUE
K22-145618,A662621,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2429057,LOST,Oliver,Cat,Unknown<p/>,Unknown,Domestic Mediumhair,Unknown,"Apr 16, 2022",Date Lost,292ND  ST & 216TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2429057,Image Copyright HLP Inc. 2022,"Description: Orange cat. I'm not sure of the exact type. Very vocal, responds to Oliver. Not an indoor cat, very playful and nice. Gets a little too excited and bites sometimes in a playful way.<p/>Age: Unknown<p/>Location Lost: 292nd ST & 216th AVE SE, Black Diamond WA  98010<p/>Lost Date: 2022-04-16<p/>",
K22-146411,A664615,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664615,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Unknown,Domestic Shorthair,Blk Smoke,"May 21, 2022",Received on,10200 block of  AQUA WAY S,SEATTLE,WA,98168,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664615,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 10200 block of  AQUA WAY S<p/> Description: Blk Smoke Unknown Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-146395,A664595,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664595,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Female,Domestic Longhair,Gray Tabby / White,"May 21, 2022",Received on,8400 block of  S 212TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664595,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 8400 block of  S 212TH ST<p/> Description: Gray Tabby / White Female Domestic Longhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-146160,A664003,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Female,Domestic Longhair,Tortie / White,"May 13, 2022",Received on,12400 block of  SE 202ND PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664003,Image Copyright HLP Inc. 2022,Received on: 2022-05-13<p/> Found Near: 12400 block of  SE 202ND PL<p/> Description: Tortie / White Female Domestic Longhair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-144878,A660110,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Pixie Cat,Cat,12 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Brn Tabby,"Mar 28, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A660110,Image Copyright HLP Inc. 2022,"Received on: 2022-03-28<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Pixie Cat and I am available for adoption.<p/><p/>I was brought in by my previous owner on March 28, 2022 because they were possibly facing homelessness. <p/><p/>I must admit I am a bit shy initially, but being here at RASKC is just very to new to me. Just give me a couple minutes to warm up to you and I will be begging for affection!<p/><p/>Although I may be 12 years old, I have a lot of life and love still in me to give! Due to my age I may be sensitive to handling so please look for signs that I may need a break.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>Current medical conditions are noted below.<p/><p/>1)   Hyperthyroid<p/><p/>This animal has been diagnosed with hyperthyroidism; excess production of thyroid hormone.  Hyperthyroidism can cause weight loss, vocalization, increased urine production and heart disease.  This condition is being managed with daily medication.  Other treatment options may be available, including radioactive iodine treatment or prescription diet.  Periodic blood testing to monitor thyroid levels is needed.  Please follow up with you regular veterinarian to create a treatment plan.  An educational handout is provided.<p/><p/>2)    Feline oral resorptive lesions<p/><p/>Feline oral resorptive lesions (FORLs) usually appear as a red raised area of gum tissue alongside the tooth where the crown meets the gum line, but can also be occurring under the gum line.  To adequately and thoroughly diagnose which stage a tooth may be in requires probing and dental radiographs (x-rays).  This condition is progressive and resorption of the tooth continues until no recognizable tooth structure remains.  These lesions are very sensitive when touched, and may even cause some cats to drool or be hesitant to eat or chew.  At this time, this cat is comfortable and eating normally, however evaluation by your veterinarian is needed.  Many times tooth extraction is the only treatment possible.<p/><p/>Additional care for these conditions may be needed after adoption. Please follow up with your regular veterinarian.<p/><p/>",BLUE
K22-145790,A663059,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2431425,In Public Home,Samantha F L,Dog,Over 1 year<p/>,Female,Lhasa Apso,Unknown,"May 01, 2022",Date Found,KENT  KANGLEY AND SE 320TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2431425,Image Copyright HLP Inc. 2022,"Description: Female, older.  No collar. tan and white.<p/>Age: Over 1 year<p/>Found Near: Kent Kangley and SE 320th St, Ravensdale WA  98051<p/>Found Date: 2022-05-01<p/>",
K22-145300,A661540,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2422942,In Public Home,,Dog,Under 1 year<p/>,Male,Alaskan Husky,White,"Apr 13, 2022",Date Found,132ND  & KENT KANGLEY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2422942,Image Copyright HLP Inc. 2022,"Description: White medium size male.   <p/>Age: Under 1 year<p/>Found Near: 132nd & Kent kangley, Kent WA  98042<p/>Found Date: 2022-04-13<p/>",
